original	status	updated_term	extraneous_text	confidence	error
Limitation statements Massachusetts Boston 1905. rbpri	PROPOSED	Limitation statements	Massachusetts Boston 1905. rbpri	1.0	
Limp bindings (Binding) England London 19th century. rbbin	PROPOSED	Limp bindings	(Binding) England London 19th century. rbbin	1.0	
Limp bindings (Binding) England London 20th century. rbbin	PROPOSED	Limp bindings	(Binding) England London 20th century. rbbin	1.0	
Literary criticism. rbgenr	PROPOSED	Literary criticism	rbgenr	1.0	
Little magazines France. rbgenr	PROPOSED	Little magazines	France. rbgenr	1.0	
Little magazines Michigan Ann Arbor 21st century. rbgenr	PROPOSED	Little magazines	Michigan Ann Arbor 21st century. rbgenr	1.0	
Livres dartistes France Paris 20th century. rbgenr	PROPOSED	Livres d’artistes	France Paris 20th century. rbgenr	1.0	
Lyric poems. rbgenr	PROPOSED	Lyric poems	rbgenr	1.0	
Manuals (Handbooks) 20th century. rbgenr	PROPOSED	Manuals (Handbooks)	20th century. rbgenr	1.0	
Manufacturers' catalogs New York (State) New York 20th century. rbgenr	PROPOSED	Manufacturers' catalogs	New York (State) New York 20th century. rbgenr	1.0	
Manufacturers' catalogues. rbgenr	PROPOSED	Manufacturers' catalogs	rbgenr	1.0	
Manuscript corrections (Printing and Publishing) United States 20th century. rbpub	PROPOSED	Manuscript corrections (Production)	United States 20th century. rbpub	1.0	
Maps Africa. rbgenr	PROPOSED	Maps	Africa. rbgenr	1.0	
Maps Azores. rbgenr	PROPOSED	Maps	Azores. rbgenr	1.0	
Maps Borneo. rbgenr	PROPOSED	Maps	Borneo. rbgenr	1.0	
Maps China. rbgenr	PROPOSED	Maps	China. rbgenr	1.0	
Maps Connecticut New Haven. rbgenr	PROPOSED	Maps	Connecticut New Haven. rbgenr	1.0	
Maps Florida. rbgenr	PROPOSED	Maps	Florida. rbgenr	1.0	
Maps Greece Syracuse. rbgenr	PROPOSED	Maps	Greece Syracuse. rbgenr	1.0	
Maps Kentucky Louisville. rbgenr	PROPOSED	Maps	Kentucky Louisville. rbgenr	1.0	
Maps Mississippi River Valley. rbgenr	PROPOSED	Maps	Mississippi River Valley. rbgenr	1.0	
Maps New York (State) rbgenr	PROPOSED	Maps	New York (State) rbgenr	1.0	
Maps Pacific Ocean. rbgenr	PROPOSED	Maps	Pacific Ocean. rbgenr	1.0	
Maps Palestine. rbgenr	PROPOSED	Maps	Palestine. rbgenr	1.0	
Maps Pennsylvania. rbgenr	PROPOSED	Maps	Pennsylvania. rbgenr	1.0	
Maps Sierra Leone. rbgenr	PROPOSED	Maps	Sierra Leone. rbgenr	1.0	
Maps Southern States. rbgenr	PROPOSED	Maps	Southern States. rbgenr	1.0	
Maps Turkey. rbgenr	PROPOSED	Maps	Turkey. rbgenr	1.0	
Maps Virginia. rbgenr	PROPOSED	Maps	Virginia. rbgenr	1.0	
Marbled paper bindings (Binding) 20th century. rbbin MMeT	PROPOSED	Marbled paper bindings	(Binding) 20th century. rbbin MMeT	1.0	
Marbled paper bindings (Bindings). rbbin	PROPOSED	Marbled paper bindings	(Bindings). rbbin	1.0	
Marbled papers (Paper) United States 18th century. rbpap MMeT	PROPOSED	Marbled papers	(Paper) United States 18th century. rbpap MMeT	1.0	
Marbled papers (Paper). StSaUL. rbpap	PROPOSED	Marbled papers	(Paper). StSaUL. rbpap	1.0	
Marbled papers	 rbpap	PROPOSED	Marbled papers	rbpap	1.0	
Marbled sheepskin bindings rbmscv MMeT	PROPOSED	Marbled sheepskin bindings	rbmscv MMeT	1.0	
Markings. rbgenr	PROPOSED	Markings	rbgenr	1.0	
Memoirs 19th century. rbgenr	PROPOSED	Memoirs	19th century. rbgenr	1.0	
Memorials (Commemorative) rbgenr	PROPOSED	Memorial works	(Commemorative) rbgenr	1.0	
Memorials (Legal) rbgenr	PROPOSED	Memorials (Legal)	rbgenr	1.0	
Metal clasps (Binding) rbbin	PROPOSED	Metal clasps	(Binding) rbbin	1.0	
Metal clasps (Binding) rbbin MMeT	PROPOSED	Metal clasps	(Binding) rbbin MMeT	1.0	
Mica papers (Paper) United States 21st century. rbpap	PROPOSED	Mica papers	(Paper) United States 21st century. rbpap	1.0	
Military manuals. rbgenr	PROPOSED	Military manuals	rbgenr	1.0	
Military registers. rbgenr	PROPOSED	Military registers	rbgenr	1.0	
Miniature books (printing) rbpri	PROPOSED	Miniature books	(printing) rbpri	1.0	
Miracle narratives rbgenr	PROPOSED	Miracle narratives	rbgenr	1.0	
Miracle plays United States 20th century. rbgenr	PROPOSED	Miracle plays	United States 20th century. rbgenr	1.0	
Modern laid papers (Paper) rbpap	PROPOSED	Modern laid papers	(Paper) rbpap	1.0	
Mohawk Options (paper). rbpap	REVIEW			0.0	not an exact rbms term
Monogrammed bindings (Binding) rbbin MMeT	PROPOSED	Monogrammed bindings	(Binding) rbbin MMeT	1.0	
Monograms (Provenance) rbprov MMeT	PROPOSED	Monograms	(Provenance) rbprov MMeT	1.0	
Morocco bindings (Binding) England 18th century. rbbin MMeT	PROPOSED	Morocco bindings	(Binding) England 18th century. rbbin MMeT	1.0	
Morocco bindings (Binding) France 17th century. rbbin MMeT	PROPOSED	Morocco bindings	(Binding) France 17th century. rbbin MMeT	1.0	
Morocco bindings (Binding) Italy Venice 18th century. rbbin MMeT	PROPOSED	Morocco bindings	(Binding) Italy Venice 18th century. rbbin MMeT	1.0	
Morocco bindings (Bindings). rbbin MMeT	PROPOSED	Morocco bindings	(Bindings). rbbin MMeT	1.0	
Morocco doublures. rbmscv MMeT	PROPOSED	Morocco doublures	rbmscv MMeT	1.0	
Morrocco bindings (Bindings) England London 17th century. rbbin MMeT	REVIEW			0.0	misspelling/unmatched term ('Morocco bindings' expected)
Morrocco bindings (Bindings). rbbin	REVIEW			0.0	misspelling/unmatched term ('Morocco bindings' expected)
Mottled calf bindings (Binding) 17th century. rbbin MMeT	PROPOSED	Mottled calf bindings	(Binding) 17th century. rbbin MMeT	1.0	
Mottled calf bindings (Binding) 18th century. rbbin MMeT	PROPOSED	Mottled calf bindings	(Binding) 18th century. rbbin MMeT	1.0	
Mottled calf bindings (Binding) 19th century. rbbin MMeT	PROPOSED	Mottled calf bindings	(Binding) 19th century. rbbin MMeT	1.0	
Mottled calf bindings (Binding) England 18th century. rbbin MMeT	PROPOSED	Mottled calf bindings	(Binding) England 18th century. rbbin MMeT	1.0	
Mould-made papers (Paper) Netherlands 20th century. rbpap	PROPOSED	Mould-made papers	(Paper) Netherlands 20th century. rbpap	1.0	
Museum catalogues. rbgenr	PROPOSED	Museum catalogs	rbgenr	1.0	
Musical works. rbgenr	PROPOSED	Musical works	rbgenr	1.0	
Mystery and detective fiction 1933. rbgenr	PROPOSED	Mystery and detective fiction	1933. rbgenr	1.0	
Mystery and detective fiction France. rbgenr	PROPOSED	Mystery and detective fiction	France. rbgenr	1.0	
Myths and legends rbgenr	REVIEW			0.0	term not in rbms_terms.json (use REVIEW)
Narratives 19th century. rbgenr	PROPOSED	Narratives	19th century. rbgenr	1.0	
Narratives California 19th century. rbgenr	PROPOSED	Narratives	California 19th century. rbgenr	1.0	
New Year sermons 1719. rbgenr	PROPOSED	New Year sermons	1719. rbgenr	1.0	
New Year sermons 1770. rbgenr	PROPOSED	New Year sermons	1770. rbgenr	1.0	
Newspaper clipping. rbgenr	PROPOSED	Clippings	rbgenr	1.0	
Newspaper clippings. rbgenr	PROPOSED	Clippings	rbgenr	1.0	
Nonsense verse 1981. rbgenr	PROPOSED	Nonsense verse	1981. rbgenr	1.0	
Novels England London 19th century. rbgenr	PROPOSED	Novels	England London 19th century. rbgenr	1.0	
Novels Massachusetts Boston 19th century. rbgenr	PROPOSED	Novels	Massachusetts Boston 19th century. rbgenr	1.0	
Novels New York (State) New York. rbgenr	PROPOSED	Novels	New York (State) New York. rbgenr	1.0	
Nursery rhymes 1993. rbgenr	PROPOSED	Nursery rhymes	1993. rbgenr	1.0	
Octavo England 1844. rbpri	PROPOSED	Octavo format	England 1844. rbpri	1.0	
Octavo England 1864. rbpri	PROPOSED	Octavo format	England 1864. rbpri	1.0	
Octavo England 1874. rbpri	PROPOSED	Octavo format	England 1874. rbpri	1.0	
Octavo format (Printing) Austria Freistadt 17th century. rbpri	PROPOSED	Octavo format	(Printing) Austria Freistadt 17th century. rbpri	1.0	
Octavo format (Printing) England Birmingham 18th century. rbpri	PROPOSED	Octavo format	(Printing) England Birmingham 18th century. rbpri	1.0	
Octavo format (Printing) Germany Halle-Neustadt (Stadtkreis) 18th century. rbpri	PROPOSED	Octavo format	(Printing) Germany Halle-Neustadt (Stadtkreis) 18th century. rbpri	1.0	
Octavo format (Printing) Germany KÃ¶nigsberg 18th century. rbpri	PROPOSED	Octavo format	(Printing) Germany KÃ¶nigsberg 18th century. rbpri	1.0	
Octavo format (Printing) Germany Leipzig 18th century. rbpri	PROPOSED	Octavo format	(Printing) Germany Leipzig 18th century. rbpri	1.0	
Octavo format (Printing) Germany Leipzig 19th century. rbpri	PROPOSED	Octavo format	(Printing) Germany Leipzig 19th century. rbpri	1.0	
Octavo format (Printing) Germany TÃ¼bingen 18th century. rbpri	PROPOSED	Octavo format	(Printing) Germany TÃ¼bingen 18th century. rbpri	1.0	
Octavo format (Printing) Ireland Dublin 18th century. rbpri	PROPOSED	Octavo format	(Printing) Ireland Dublin 18th century. rbpri	1.0	
Octavo format (Printing) Netherlands Leiden 18th century. rbpri	PROPOSED	Octavo format	(Printing) Netherlands Leiden 18th century. rbpri	1.0	
Octavo format (Printing) Pennsylvania Northumberland County 18th century. rbpri	PROPOSED	Octavo format	(Printing) Pennsylvania Northumberland County 18th century. rbpri	1.0	
Octavo format (Printing) Pennsylvania Northumberland County 19th century. rbpri	PROPOSED	Octavo format	(Printing) Pennsylvania Northumberland County 19th century. rbpri	1.0	
Octavo format (Printing) Spain Madrid 18th century. rbpri	PROPOSED	Octavo format	(Printing) Spain Madrid 18th century. rbpri	1.0	
Octavo format (Printing) Switzerland Geneva (Republic) 17th century. rbpri	PROPOSED	Octavo format	(Printing) Switzerland Geneva (Republic) 17th century. rbpri	1.0	
Octavo format (Printing)England London 18th century. rbpri	PROPOSED	Octavo format	(Printing) England London 18th century. rbpri	1.0	
Operas Germany Berlin 20th century. rbgenr	PROPOSED	Operas	Germany Berlin 20th century. rbgenr	1.0	
Operas Italy Milan 20th century. rbgenr	PROPOSED	Operas	Italy Milan 20th century. rbgenr	1.0	
Ordination sermons 1713. rbgenr	PROPOSED	Ordination sermons	1713. rbgenr	1.0	
Ordination sermons 1718. rbgenr	PROPOSED	Ordination sermons	1718. rbgenr	1.0	
Ordination sermons 1726. rbgenr	PROPOSED	Ordination sermons	1726. rbgenr	1.0	
Ordination sermons 1728. rbgenr	PROPOSED	Ordination sermons	1728. rbgenr	1.0	
Ordination sermons 1743. rbgenr	PROPOSED	Ordination sermons	1743. rbgenr	1.0	
Ordination sermons 1749. rbgenr	PROPOSED	Ordination sermons	1749. rbgenr	1.0	
Ordination sermons 1752. rbgenr	PROPOSED	Ordination sermons	1752. rbgenr	1.0	
Ordination sermons 1756. rbgenr	PROPOSED	Ordination sermons	1756. rbgenr	1.0	
Ordination sermons 1761. rbgenr	PROPOSED	Ordination sermons	1761. rbgenr	1.0	
Ordination sermons 1772. rbgenr	PROPOSED	Ordination sermons	1772. rbgenr	1.0	
Ordination sermons 1789. rbgenr	PROPOSED	Ordination sermons	1789. rbgenr	1.0	
Ordination sermons 1791. rbgenr	PROPOSED	Ordination sermons	1791. rbgenr	1.0	
Ordination sermons 1795. rbgenr	PROPOSED	Ordination sermons	1795. rbgenr	1.0	
Overland journals. rbgenr	PROPOSED	Overland journals	rbgenr	1.0	
Page proofs (Printing) New York (State) New York 1971. rbpri MH-H	PROPOSED	Page proofs	(Printing) New York (State) New York 1971. rbpri MH-H	1.0	
Page proofs (Printing) New York (State) New York 1973. rbpri MH-H	PROPOSED	Page proofs	(Printing) New York (State) New York 1973. rbpri MH-H	1.0	
Page proofs (Printing) New York (State) New York 1994. rbpri MH-H	PROPOSED	Page proofs	(Printing) New York (State) New York 1994. rbpri MH-H	1.0	
Page proofs (Printing) New York Garden City 1979. rbpri MH-H	PROPOSED	Page proofs	(Printing) New York Garden City 1979. rbpri MH-H	1.0	
Page proofs (Printing) rbpri MH-H	PROPOSED	Page proofs	(Printing) rbpri MH-H	1.0	
Pagination errors (Printing) Massachusetts 1800. rbpri	PROPOSED	Pagination errors	(Printing) Massachusetts 1800. rbpri	1.0	
Pagination errors (Printing) rbpri MMeT	PROPOSED	Pagination errors	(Printing) rbpri MMeT	1.0	
Panel-stamped bindings (Binding) England London 17th century. rbbin	PROPOSED	Panel-stamped bindings	(Binding) England London 17th century. rbbin	1.0	
Paper bindings (Binding) 19th century. rbbin MMeT	PROPOSED	Paper bindings	(Binding) 19th century. rbbin MMeT	1.0	
Paper bindings (Binding) Italy 18th century. rbbin	PROPOSED	Paper bindings	(Binding) Italy 18th century. rbbin	1.0	
Paper bindings (Binding). rbbin MMeT	PROPOSED	Paper bindings	(Binding). rbbin MMeT	1.0	
Paper evidence (Paper) HahnamuÌˆhle Ingres. rbpap	REVIEW			0.0	variant/diacritic mismatch; not exact in rbms_terms.json
Paper evidence (Paper) HahnemuÌˆhle Ingres. rbpap	REVIEW			0.0	variant/diacritic mismatch; not exact in rbms_terms.json
Paper evidence (Paper) Moulin du GueÌ?. rbpap	REVIEW			0.0	not an exact rbms term
Paperbacks (Printing and Publishing) United States 20th century. rbpub	PROPOSED	Paperbacks	(Printing and Publishing) United States 20th century. rbpub	1.0	
Parables. rbgenr	PROPOSED	Parables	rbgenr	1.0	
Parts (Publishing) England London 19th century. rbpub	PROPOSED	Parts (Publishing)	England London 19th century. rbpub	1.0	
Pastoral poetry Italy 14th century. rbgenr	PROPOSED	Pastoral poems	Italy 14th century. rbgenr	1.0	
Periodicals 17th century. rbgenr	PROPOSED	Periodicals	17th century. rbgenr	1.0	
Periodicals Austria Vienna. rbgenr	PROPOSED	Periodicals	Austria Vienna. rbgenr	1.0	
Periodicals England 20th century. rbgenr	PROPOSED	Periodicals	England 20th century. rbgenr	1.0	
Periodicals New York (State) New York. rbgenr	PROPOSED	Periodicals	New York (State) New York. rbgenr	1.0	
Periodicals New York New York rbgenr	PROPOSED	Periodicals	New York New York rbgenr	1.0	
Periodicals Pennsylvania Philadelphia. rbgenr	PROPOSED	Periodicals	Pennsylvania Philadelphia. rbgenr	1.0	
Pharmacopoeias France Lyon 16th century. rbgenr	PROPOSED	Pharmacopoeias	France Lyon 16th century. rbgenr	1.0	
Pharmacopoeias. rbgenr	PROPOSED	Pharmacopoeias	rbgenr	1.0	
Pigskin bindings (Binding) rbbin	PROPOSED	Pigskin bindings	(Binding) rbbin	1.0	
Pigskin bindings (Binding) rbbin MMeT	PROPOSED	Pigskin bindings	(Binding) rbbin MMeT	1.0	
Plays - Germany - Munich - 20th century. rbgenr	PROPOSED	Plays	Germany - Munich - 20th century. rbgenr	1.0	
Plays 1767. rbgenr	PROPOSED	Plays	1767. rbgenr	1.0	
Plays 1784. rbgenr	PROPOSED	Plays	1784. rbgenr	1.0	
Plays 1788. rbgenr	PROPOSED	Plays	1788. rbgenr	1.0	
Plays 1790. rbgenr	PROPOSED	Plays	1790. rbgenr	1.0	
Plays 1792. rbgenr	PROPOSED	Plays	1792. rbgenr	1.0	
Plays 1796. rbgenr	PROPOSED	Plays	1796. rbgenr	1.0	
Plays 1847. rbgenr	PROPOSED	Plays	1847. rbgenr	1.0	
Plays 1851. rbgenr	PROPOSED	Plays	1851. rbgenr	1.0	
Plays 1854. rbgenr	PROPOSED	Plays	1854. rbgenr	1.0	
Plays 1855. rbgenr	PROPOSED	Plays	1855. rbgenr	1.0	
Plays 1856. rbgenr	PROPOSED	Plays	1856. rbgenr	1.0	
Plays 1915. rbgenr	PROPOSED	Plays	1915. rbgenr	1.0	
Plays Italy Venice 16th century. rbgenr	PROPOSED	Plays	Italy Venice 16th century. rbgenr	1.0	
Poems 1683. rbgenr	PROPOSED	Poems	1683. rbgenr	1.0	
Poems 1714. rbgenr	PROPOSED	Poems	1714. rbgenr	1.0	
Poems 1730. rbgenr	PROPOSED	Poems	1730. rbgenr	1.0	
Poems 1740. rbgenr	PROPOSED	Poems	1740. rbgenr	1.0	
Poems 1741. rbgenr	PROPOSED	Poems	1741. rbgenr	1.0	
Poems 1760. rbgenr	PROPOSED	Poems	1760. rbgenr	1.0	
Poems 1765. rbgenr	PROPOSED	Poems	1765. rbgenr	1.0	
Poems 1774. rbgenr	PROPOSED	Poems	1774. rbgenr	1.0	
Poems 1794. rbgenr	PROPOSED	Poems	1794. rbgenr	1.0	
Poems 1795. rbgenr	PROPOSED	Poems	1795. rbgenr	1.0	
Poems 1795. rbmscv	PROPOSED	Poems	1795. rbmscv	1.0	
Poems 1796. rbgenr	PROPOSED	Poems	1796. rbgenr	1.0	
Poems 1797. rbgenr	PROPOSED	Poems	1797. rbgenr	1.0	
Poems 1798. rbgenr	PROPOSED	Poems	1798. rbgenr	1.0	
Poems 1798. rbmscv	PROPOSED	Poems	1798. rbmscv	1.0	
Poems 1799. rbgenr	PROPOSED	Poems	1799. rbgenr	1.0	
Poems 1800. rbgenr	PROPOSED	Poems	1800. rbgenr	1.0	
Poems 1807. rbgenr	PROPOSED	Poems	1807. rbgenr	1.0	
Poems 1809. rbgenr	PROPOSED	Poems	1809. rbgenr	1.0	
Poems 1810. rbgenr	PROPOSED	Poems	1810. rbgenr	1.0	
Poems 1814. rbgenr	PROPOSED	Poems	1814. rbgenr	1.0	
Poems 1817. rbgenr	PROPOSED	Poems	1817. rbgenr	1.0	
Poems 1822. rbgenr	PROPOSED	Poems	1822. rbgenr	1.0	
Poems 1823. rbgenr	PROPOSED	Poems	1823. rbgenr	1.0	
Poems 1827. rbgenr	PROPOSED	Poems	1827. rbgenr	1.0	
Poems 1828. rbgenr	PROPOSED	Poems	1828. rbgenr	1.0	
Poems 1829. rbgenr	PROPOSED	Poems	1829. rbgenr	1.0	
Poems 1832. rbgenr	PROPOSED	Poems	1832. rbgenr	1.0	
Poems 1833. rbgenr	PROPOSED	Poems	1833. rbgenr	1.0	
Poems 1834. rbgenr	PROPOSED	Poems	1834. rbgenr	1.0	
Poems 1836. rbgenr	PROPOSED	Poems	1836. rbgenr	1.0	
Poems 1838. rbgenr	PROPOSED	Poems	1838. rbgenr	1.0	
Poems 1839. rbgenr	PROPOSED	Poems	1839. rbgenr	1.0	
Poems 1841. rbgenr	PROPOSED	Poems	1841. rbgenr	1.0	
Poems 1842. rbgenr	PROPOSED	Poems	1842. rbgenr	1.0	
Poems 1843. rbgenr	PROPOSED	Poems	1843. rbgenr	1.0	
Poems 1845. rbgenr	PROPOSED	Poems	1845. rbgenr	1.0	
Poems 1855. rbgenr	PROPOSED	Poems	1855. rbgenr	1.0	
Poems 1857. rbgenr	PROPOSED	Poems	1857. rbgenr	1.0	
Poems 1868. rbgenr	PROPOSED	Poems	1868. rbgenr	1.0	
Poems 1876. rbgenr	PROPOSED	Poems	1876. rbgenr	1.0	
Poems 18th century. rbgenr	PROPOSED	Poems	18th century. rbgenr	1.0	
Poems 20th century Women authors. rbgenr	PROPOSED	Poems	20th century Women authors. rbgenr	1.0	
Poems 20th century. rbgenr	PROPOSED	Poems	20th century. rbgenr	1.0	
Poems 21st century. rbgenr	PROPOSED	Poems	21st century. rbgenr	1.0	
Poems American 19th century. rbgenr	PROPOSED	Poems	American 19th century. rbgenr	1.0	
Poems American 20th century. rbgenr	PROPOSED	Poems	American 20th century. rbgenr	1.0	
Poems California 20th century. rbgenr	PROPOSED	Poems	California 20th century. rbgenr	1.0	
Poems California Berkeley 20th century. rbgenr	PROPOSED	Poems	California Berkeley 20th century. rbgenr	1.0	
Poems California Los Angeles 20th century. rbgenr	PROPOSED	Poems	California Los Angeles 20th century. rbgenr	1.0	
Poems California San Francisco 20th century. rbgenr	PROPOSED	Poems	California San Francisco 20th century. rbgenr	1.0	
Poems California San Francisco 20th century. rbmscv	PROPOSED	Poems	California San Francisco 20th century. rbmscv	1.0	
Poems California Santa Rosa 1998. rbgenr	PROPOSED	Poems	California Santa Rosa 1998. rbgenr	1.0	
Poems Connecticut 20th century. rbgenr	PROPOSED	Poems	Connecticut 20th century. rbgenr	1.0	
Poems Connecticut New Haven 1951. rbgenr	PROPOSED	Poems	Connecticut New Haven 1951. rbgenr	1.0	
Poems Connecticut Norfolk 20th century. rbgenr	PROPOSED	Poems	Connecticut Norfolk 20th century. rbgenr	1.0	
Poems England 18th century. rbgenr	PROPOSED	Poems	England 18th century. rbgenr	1.0	
Poems England 19th century. rbgenr	PROPOSED	Poems	England 19th century. rbgenr	1.0	
Poems England London 1713. rbgenr	PROPOSED	Poems	England London 1713. rbgenr	1.0	
Poems England London 1965. rbgenr	PROPOSED	Poems	England London 1965. rbgenr	1.0	
Poems England London 1972. rbgenr	PROPOSED	Poems	England London 1972. rbgenr	1.0	
Poems England London 1982. rbgenr	PROPOSED	Poems	England London 1982. rbgenr	1.0	
Poems England London 19th century. rbgenr	PROPOSED	Poems	England London 19th century. rbgenr	1.0	
Poems England Oxford 1976. rbgenr	PROPOSED	Poems	England Oxford 1976. rbgenr	1.0	
Poems England Oxford 1980. rbgenr	PROPOSED	Poems	England Oxford 1980. rbgenr	1.0	
Poems English 16th century. rbgenr	PROPOSED	Poems	English 16th century. rbgenr	1.0	
Poems English 17th century. rbgenr	PROPOSED	Poems	English 17th century. rbgenr	1.0	
Poems English 18th century. rbgenr	PROPOSED	Poems	English 18th century. rbgenr	1.0	
Poems English 19th century. rbgenr	PROPOSED	Poems	English 19th century. rbgenr	1.0	
Poems English 20th century. rbgenr	PROPOSED	Poems	English 20th century. rbgenr	1.0	
Poems Great Britain 20th century. rbgenr	PROPOSED	Poems	Great Britain 20th century. rbgenr	1.0	
Poems Greek 16th century. rbgenr	PROPOSED	Poems	Greek 16th century. rbgenr	1.0	
Poems Illinois Urbana 20th century. rbgenr	PROPOSED	Poems	Illinois Urbana 20th century. rbgenr	1.0	
Poems Iowa 20th century. rbgenr	PROPOSED	Poems	Iowa 20th century. rbgenr	1.0	
